,Unnamed: 0,Stn Id,Stn Name,CIMIS Region,Date,Day of Meas,Jul,Eto,qc,Precip (mm),qc.1,Sol Rad (W/sq.m),qc.2,Net Rad (W/sq.m),qc.3,Avg Vap Pres (kPa),qc.4,Max Air Temp (C),qc.5,Min Air Temp (C),qc.6,Avg Air Temp (C),qc.7,Max Rel Hum (%),qc.8,Min Rel Hum (%),qc.9,Avg Rel Hum (%),qc.10,Dew Point (C),qc.11,Avg Wind Speed (m/s),qc.12,Wind Run (km),qc.13,Avg Soil Temp (C),qc.14,PM ETo (mm),qc.15,Latitude,Longitude,Elevation,Plag1,Plag2,P_post1,P_post2,day,month,year,doy,dr,delta,omega,Rext,Rso,es_Tmax,es_Tmin,es,VPD,TmaxK,TminK,Rnl_out,Rnet_FAO,TmeanFAOC,del,P,gamma,PM_ETo_Calc,PT_ETo,Rnet_SdB,ETo_SdB,ETo_Ensemble,Bias_ETPM,Bias_ETPT,Bias_ETSdB,Bias_ETCIMIS
8878,8878,90,Alturas,Northeast Plateau,4/23/2021,537,113,150.5916, ,0.1, ,304, ,157, ,0.5, ,19.7, ,-4.6, ,9.3, ,88, ,14, ,40, ,-3.7, ,2.5, ,216.3, ,10.2, ,144.0688, ,41.438214,-120.480308,4405,0.2,0,0.3,0.3,23,4,2021,113,0.987961451,0.215248323,1.7648823,416.3413604,323.4359849,2.295208371,0.434144411,1.364676391,0.864676391,292.86,268.56,78.84679448,155.2332055,7.55,0.071112017,86.40394875,0.057458626,125.9008558,108.1823354,153.7612924,105.0448858,122.4299193,0.028350395,-0.116373383,-0.141999877,0.230022865
8879,8879,90,Alturas,Northeast Plateau,4/24/2021,538,114,91.6028, ,5.9, ,198, ,111, ,0.7, ,10.2, ,4, ,6.9, ,91, ,51, ,73, ,2.4, ,4, ,347.8, ,10.6, ,67.2132, ,41.438214,-120.480308,4405,0.1,0.2,6,6.2,24,4,2021,114,0.987434607,0.221199847,1.77049918,418.6322432,325.2156638,1.244517155,0.813261096,1.028889126,0.328889126,283.36,277.16,36.82041006,115.6395899,7.1,0.069208083,86.40394875,0.057458626,72.69697964,79.61069624,100.4334293,74.874759,79.69630872,-0.08782501,-0.001074234,-0.060499034,0.149398278
8880,8880,90,Alturas,Northeast Plateau,4/25/2021,539,115,73.736, ,1.2, ,167, ,86, ,0.6, ,9.8, ,-0.8, ,3.5, ,94, ,43, ,72, ,-1.2, ,4.2, ,360.5, ,9.5, ,59.556, ,41.438214,-120.480308,4405,5.9,0.1,7.1,7.2,25,4,2021,115,0.986911483,0.227085891,1.776075381,420.8894163,326.9691552,1.211602027,0.576140162,0.893871095,0.293871095,282.96,272.36,26.55404966,102.0359503,4.5,0.059039341,86.40394875,0.057458626,63.18579576,65.15487445,84.94433135,63.04845363,66.28128096,-0.046702254,-0.016994338,-0.048774364,0.112470956
8881,8881,90,Alturas,Northeast Plateau,4/26/2021,540,116,66.646, ,1.9, ,180, ,101, ,0.6, ,8.2, ,-0.6, ,2.1, ,96, ,52, ,82, ,-0.7, ,2.5, ,216.3, ,8.6, ,50.7644, ,41.438214,-120.480308,4405,1.2,5.9,3.1,9,26,4,2021,116,0.986392233,0.232904712,1.781609223,423.1124241,328.6961052,1.087469457,0.584637876,0.836053667,0.236053667,281.36,272.56,30.12058064,108.4794194,3.8,0.056531299,86.40394875,0.057458626,56.85390548,67.78606018,91.80392672,65.52854312,64.20362719,-0.114475179,0.055797984,0.020636154,0.038041041
8884,8884,90,Alturas,Northeast Plateau,4/29/2021,541,119,177.8172, ,0, ,330, ,163, ,0.6, ,28.2,Y,-0.2, ,15.1, ,91, ,15, ,38, ,0.8, ,2.1, ,177.9, ,10.7, ,177.8172, ,41.438214,-120.480308,4405,1.9,1.2,1.9,3.1,29,4,2021,119,0.984859262,0.249940721,1.797939297,429.572169,333.7143767,3.824172018,0.601966551,2.213069284,1.613069284,301.36,272.96,89.23171385,164.8682861,14,0.103735667,86.40394875,0.057458626,170.1510107,133.6860561,169.5973189,129.1433866,152.6994133,0.114287258,-0.124514933,-0.154264029,0.164491704
8885,8885,90,Alturas,Northeast Plateau,4/30/2021,542,120,176.9664, ,0, ,321, ,163, ,0.6, ,25.3, ,2, ,15.4, ,83, ,14, ,34, ,-0.3, ,2.2, ,187.1, ,11.7, ,174.414, ,41.438214,-120.480308,4405,0,1.9,0,1.9,30,4,2021,120,0.984357035,0.255473635,1.803286237,431.6543157,335.3318983,3.224827591,0.705641434,1.965234512,1.365234512,298.46,275.16,84.55068031,162.6193197,13.65,0.101685921,86.40394875,0.057458626,157.815712,130.9217341,165.3684317,125.6626921,147.8416346,0.067464605,-0.114446113,-0.150018244,0.196999753
8886,8886,90,Alturas,Northeast Plateau,5/1/2021,543,121,151.1588, ,0, ,287, ,154, ,0.7, ,20.2, ,1.6, ,11.8, ,84, ,35, ,51, ,2, ,3, ,260.8, ,12.1, ,138.964, ,41.438214,-120.480308,4405,0,0,0,0,1,5,2021,121,0.983859439,0.260930924,1.80858192,433.7002827,336.9213137,2.367387698,0.685695074,1.526541386,0.826541386,293.36,274.76,66.24608805,154.743912,10.9,0.086746222,86.40394875,0.057458626,129.3263388,117.2883363,148.1977947,109.1481737,126.7304122,0.020483849,-0.074505209,-0.138737326,0.192758686
8887,8887,90,Alturas,Northeast Plateau,5/2/2021,544,122,124.784, ,0, ,269, ,132, ,0.6, ,16.8, ,2.6, ,9.6, ,77, ,30, ,52, ,0.2, ,3.1, ,268.6, ,11.9, ,116.276, ,41.438214,-120.480308,4405,0,0,0,0,2,5,2021,122,0.983366621,0.266310971,1.813824468,435.709717,338.4823485,1.913305695,0.736522089,1.324913892,0.724913892,289.96,275.76,60.99021005,146.1397899,9.7,0.080839184,86.40394875,0.057458626,118.0162687,107.633049,139.2178125,101.3769531,112.9525677,0.044830331,-0.047095155,-0.102482085,0.104746909
8893,8893,90,Alturas,Northeast Plateau,5/8/2021,545,128,136.9788, ,0, ,316, ,161, ,0.5, ,17.3, ,-3.7, ,7.7, ,77, ,23, ,44, ,-3.8, ,2.1, ,183.4, ,12.3, ,128.1872, ,41.438214,-120.480308,4405,0,0,0,0,8,5,2021,128,0.980518113,0.296881667,1.844054927,446.9813012,347.2387111,1.974876858,0.464624398,1.219750628,0.719750628,290.46,269.46,74.37739631,168.9426037,6.8,0.067963164,86.40394875,0.057458626,116.5601762,115.3480678,165.5538834,109.7098165,119.6492151,-0.025817461,-0.035947978,-0.083071156,0.144836595
8894,8894,90,Alturas,Northeast Plateau,5/9/2021,546,129,152.8604, ,0, ,341, ,181, ,0.6, ,17.5, ,-1.4, ,9, ,80, ,31, ,50, ,-1, ,2.3, ,196, ,12.4, ,139.2476, ,41.438214,-120.480308,4405,0,0,0,0,9,5,2021,129,0.980062741,0.301677773,1.848870441,448.7263925,348.5943903,1.999986975,0.551298824,1.275642899,0.675642899,290.66,271.76,80.2347292,182.3352708,8.05,0.073279856,86.40394875,0.057458626,122.198682,128.7722848,178.9778587,120.3183725,131.0374348,-0.067452121,-0.017286282,-0.081801527,0.16653993
8899,8899,90,Alturas,Northeast Plateau,5/14/2021,547,134,132.1576, ,0, ,236, ,131, ,0.7, ,24.4, ,2.4, ,14.6, ,80, ,26, ,45, ,2.7, ,2, ,171.7, ,14.4, ,127.0528, ,41.438214,-120.480308,4405,0,0,0,0,14,5,2021,134,0.97787704,0.324291295,1.871867422,456.8650986,354.9169676,3.056312653,0.726098528,1.89120559,1.19120559,297.56,275.56,47.08356208,134.6364379,13.4,0.100243001,86.40394875,0.057458626,130.5678639,107.8328401,124.8979751,99.39136764,117.4874179,0.111334867,-0.082175419,-0.154025432,0.124865984
8900,8900,90,Alturas,Northeast Plateau,5/15/2021,548,135,85.6472, ,0, ,149, ,61, ,0.7, ,20.6, ,5.8, ,14, ,64, ,29, ,46, ,2.4, ,2.4, ,206.5, ,13.9, ,97.5584, ,41.438214,-120.480308,4405,0,0,0,0,15,5,2021,135,0.977459039,0.328531226,1.876235643,458.3740614,356.0892097,2.426552312,0.922240257,1.674396285,0.974396285,293.76,278.96,18.33395076,96.39604924,13.2,0.099101244,86.40394875,0.057458626,105.845051,76.88266581,78.97317739,69.98943926,84.59108902,0.25125533,-0.091125712,-0.172614514,0.012484896
8901,8901,90,Alturas,Northeast Plateau,5/16/2021,549,136,178.3844, ,0, ,343, ,168, ,0.7, ,24.9, ,5.6, ,15.9, ,64, ,21, ,36, ,0.9, ,2.4, ,206.4, ,13.8, ,179.5188, ,41.438214,-120.480308,4405,0,0,0,0,16,5,2021,136,0.977047709,0.332673905,1.880521723,459.8430055,357.2303631,3.148957679,0.909527463,2.029242571,1.329242571,298.06,278.76,83.2919671,180.8180329,15.25,0.111345559,86.40394875,0.057458626,168.5698877,150.2802731,182.0602579,140.0894467,159.3310019,0.057985488,-0.056804568,-0.120764666,0.119583746
8902,8902,90,Alturas,Northeast Plateau,5/17/2021,550,137,192.2808, ,0, ,357, ,189, ,0.8, ,24.7, ,5, ,16, ,69, ,23, ,43, ,3.5, ,2.6, ,227, ,14.5, ,186.8924, ,41.438214,-120.480308,4405,0,0,0,0,17,5,2021,137,0.976643175,0.336718105,1.88472347,461.2717685,358.3403018,3.111609911,0.87231096,1.991960436,1.191960436,297.86,278.16,83.96097958,190.9290204,14.85,0.108860432,86.40394875,0.057458626,168.4313338,157.4601014,189.7558065,144.2004334,165.5931671,0.017139395,-0.049114743,-0.129188505,0.161163853
8904,8904,90,Alturas,Northeast Plateau,5/19/2021,551,139,93.0208, ,0.2, ,194, ,95, ,0.6, ,14.3, ,1, ,8, ,83, ,29, ,54, ,-0.7, ,3.1, ,272, ,14.3, ,89.9012, ,41.438214,-120.480308,4405,0,0,0.2,0.2,19,5,2021,139,0.975854965,0.344506311,1.89286517,464.008148,360.4660661,1.629993941,0.656709164,1.143351552,0.543351552,287.46,274.16,30.84703199,118.532968,7.65,0.071541142,86.40394875,0.057458626,91.15605283,82.82789873,103.3894283,77.3380704,86.08570549,0.05889883,-0.03784376,-0.10161542,0.080560349
8906,8906,90,Alturas,Northeast Plateau,5/21/2021,552,141,101.5288, ,0.6, ,229, ,132, ,0.6, ,10.5, ,-1.8, ,4.4, ,88, ,53, ,72, ,-0.2, ,4.2,Y,365.5,Y,11.3, ,72.318, ,41.438214,-120.480308,4405,0.2,0,0.8,0.8,21,5,2021,141,0.975095343,0.351886622,1.900643174,466.5820802,362.4656327,1.269716891,0.53526908,0.902492986,0.302492986,283.66,271.36,39.27824474,137.0517553,4.35,0.058494021,86.40394875,0.057458626,74.40523671,87.11359915,122.3416428,81.71704416,86.19117,-0.136741772,0.01070213,-0.05190933,0.177948971
8907,8907,90,Alturas,Northeast Plateau,5/22/2021,553,142,28.9272, ,3.1, ,91, ,33, ,0.7, ,9.8, ,2, ,5.9, ,93, ,63, ,79, ,2.6, ,1.6, ,140.2, ,10.9, ,29.778, ,41.438214,-120.480308,4405,0.6,0.2,3.7,3.9,22,5,2021,142,0.974726535,0.355421067,1.904390323,467.8078148,363.4178482,1.211602027,0.705641434,0.95862173,0.25862173,282.96,275.16,-0.917630384,70.98763038,5.9,0.064342703,86.40394875,0.057458626,44.04962144,47.24985702,48.67232411,45.71161512,41.4845734,0.061831371,0.138974157,0.101894304,-0.302699832
8908,8908,90,Alturas,Northeast Plateau,5/23/2021,554,143,67.7804, ,0.1, ,163, ,77, ,0.7, ,15.6, ,2.4, ,8.5, ,89, ,40, ,65, ,2.4, ,1.7, ,147.4, ,11, ,65.5116, ,41.438214,-120.480308,4405,3.1,0.6,3.2,3.8,23,5,2021,143,0.974365208,0.3588503,1.908040012,468.9925767,364.3382339,1.772347472,0.726098528,1.249223,0.549223,288.76,275.56,20.41039119,105.0996088,9,0.07755466,86.40394875,0.057458626,77.30403267,76.0681817,87.2791177,70.13508296,72.82192433,0.061548886,0.044578022,-0.03689605,-0.069230858
8909,8909,90,Alturas,Northeast Plateau,5/24/2021,555,144,151.726, ,1.4, ,316, ,174, ,0.7, ,21, ,-1.6, ,10.7, ,94, ,33, ,58, ,2.7, ,2, ,176.6, ,11.7, ,138.964, ,41.438214,-120.480308,4405,0.1,3.1,1.5,4.6,24,5,2021,144,0.97401147,0.362173306,1.91159009,470.136261,365.2267084,2.487005397,0.543231629,1.515118513,0.815118513,294.16,271.56,66.81317519,176.5068248,9.7,0.080839184,86.40394875,0.057458626,128.105185,129.9985975,169.3839885,119.0099804,132.2099407,-0.031047255,-0.016725998,-0.099840907,0.14761416
8910,8910,90,Alturas,Northeast Plateau,5/25/2021,556,145,149.1736, ,0.2, ,316, ,171, ,0.7, ,17.9, ,1.7, ,10, ,98, ,33, ,60, ,2.6, ,2.4, ,204.6, ,12.7, ,132.4412, ,41.438214,-120.480308,4405,1.4,0.1,1.6,1.7,25,5,2021,145,0.973665424,0.365389101,1.915038427,471.23877,366.0831956,2.051047219,0.690634388,1.370840803,0.670840803,291.06,274.86,66.37634402,176.943656,9.8,0.081317956,86.40394875,0.057458626,122.4484566,130.6398909,169.556969,119.3541271,130.4040186,-0.061007031,0.00180878,-0.084735821,0.143934072
8911,8911,90,Alturas,Northeast Plateau,5/26/2021,557,146,168.4584, ,0, ,336, ,184, ,0.6, ,23.2, ,6.5, ,17.1, ,95, ,20, ,32, ,0.1, ,1.9, ,164.5, ,13.8, ,166.4732, ,41.438214,-120.480308,4405,0.2,1.4,0.2,1.6,26,5,2021,146,0.973327175,0.368496733,1.91838292,472.3000125,366.9076249,2.843602903,0.967977127,1.905790015,1.305790015,296.36,279.66,80.47410035,178.2458996,14.85,0.108860432,86.40394875,0.057458626,157.4887128,147.0002693,180.4646559,138.1191179,152.766625,0.030910467,-0.037746174,-0.095881591,0.102717298
8912,8912,90,Alturas,Northeast Plateau,5/27/2021,558,147,191.1464, ,0, ,346, ,190, ,0.7, ,23.1, ,0.7, ,13.7, ,87, ,26, ,47, ,2.6, ,2.7, ,233.9, ,13.5, ,175.5484, ,41.438214,-120.480308,4405,0,0.2,0,0.2,27,5,2021,147,0.972996821,0.371495282,1.921621493,473.3199035,367.6999302,2.826475201,0.642626504,1.734550853,1.034550853,296.26,273.86,77.50934054,188.9106595,11.9,0.091946174,86.40394875,0.057458626,157.029344,146.4860003,186.0092678,134.4731662,157.2837277,-0.001617355,-0.068651268,-0.145028108,0.215296731
8921,8921,90,Alturas,Northeast Plateau,6/5/2021,559,156,203.9084, ,0, ,368, ,189, ,0.9, ,27, ,5.2, ,17.2, ,83, ,22, ,44, ,4.8, ,2.6, ,220.9, ,20.3, ,203.6248, ,41.438214,-120.480308,4405,0,0,0,0,5,6,2021,156,0.970394286,0.39343789,1.945678954,480.6269631,373.3764405,3.565340176,0.884564423,2.224952299,1.324952299,300.16,278.36,81.33620193,202.0237981,16.1,0.116786859,86.40394875,0.057458626,182.4693698,170.6104082,199.1366769,153.4700124,177.6145476,0.027333471,-0.039434492,-0.135937824,0.148038844
8925,8925,90,Alturas,Northeast Plateau,6/9/2021,560,160,142.0836, ,0.9, ,292, ,164, ,0.6, ,18.1, ,0.7, ,9.2, ,88, ,27, ,50, ,-0.5, ,2.6, ,222, ,16.9, ,132.1576, ,41.438214,-120.480308,4405,0,0,0.9,0.9,9,6,2021,160,0.969461916,0.400191152,1.953216449,482.7871057,375.0545535,2.077002619,0.642626504,1.359814561,0.759814561,291.26,273.86,59.00981303,165.830187,9.4,0.079417279,86.40394875,0.057458626,124.8233104,121.2333578,158.3096399,111.853426,124.9984236,-0.001400923,-0.030120906,-0.105161307,0.136683135
8926,8926,90,Alturas,Northeast Plateau,6/10/2021,561,161,118.5448, ,1.7, ,281, ,159, ,0.7, ,16.8, ,4.1, ,9.2, ,91, ,32, ,60, ,1.8, ,1.7, ,148.3, ,16.4, ,108.9024, ,41.438214,-120.480308,4405,0.9,0,2.6,2.6,10,6,2021,161,0.969251257,0.401584468,1.954779748,483.2222188,375.3925723,1.913305695,0.819002976,1.366154335,0.666154335,289.96,277.26,54.16911363,162.2008864,10.45,0.084489354,86.40394875,0.057458626,111.6690194,121.645638,152.4035705,110.7126625,115.64303,-0.034364462,0.051906354,-0.042634368,0.025092477
8927,8927,90,Alturas,Northeast Plateau,6/11/2021,562,162,133.292, ,1.3, ,244, ,142, ,0.7, ,20.7, ,6.4, ,12.7, ,90, ,29, ,49, ,2.1, ,2.2, ,191.2, ,16.1, ,124.784, ,41.438214,-120.480308,4405,1.7,0.9,3,3.9,11,6,2021,162,0.969049701,0.402858905,1.956212153,483.6153327,375.697964,2.441543871,0.961323338,1.701433605,1.001433605,293.86,279.56,45.15118744,142.7288126,13.55,0.101106647,86.40394875,0.057458626,127.5286522,114.6710598,132.381346,104.4108787,119.9756476,0.06295448,-0.044213872,-0.129732736,0.110992127
8928,8928,90,Alturas,Northeast Plateau,6/12/2021,563,163,185.1908, ,0.1, ,371, ,198, ,1, ,26, ,3.9, ,15.1, ,96, ,34, ,60, ,7.3, ,1.9, ,164.3, ,16.6, ,176.3992, ,41.438214,-120.480308,4405,1.3,1.7,1.4,3.1,12,6,2021,163,0.968857307,0.404014089,1.957512588,483.9664392,375.9707221,3.361439829,0.80755476,2.084497294,1.084497294,299.16,277.06,77.42348344,208.2465166,14.95,0.109477251,86.40394875,0.057458626,163.1264983,172.0768676,201.3459711,152.0435357,168.1094254,-0.029640974,0.023600355,-0.095568048,0.101608667
8938,8938,90,Alturas,Northeast Plateau,6/22/2021,564,173,176.1156, ,0, ,308, ,150, ,0.9, ,30.7, ,11, ,21.2, ,70, ,19, ,34, ,4.8, ,1.9, ,167.5, ,18.9, ,182.922, ,41.438214,-120.480308,4405,0.1,1.3,0.1,1.4,22,6,2021,173,0.967448437,0.408949262,1.963090681,485.1679688,376.9041338,4.416429033,1.312714139,2.864571586,1.964571586,303.86,284.16,66.56467478,170.5953252,20.85,0.151530708,86.40394875,0.057458626,180.7044262,155.8526539,167.3285145,141.3239346,163.4991537,0.105231569,-0.046767825,-0.135628953,0.077165209
8939,8939,90,Alturas,Northeast Plateau,6/23/2021,565,174,215.536, ,0, ,341, ,187, ,0.8, ,31.4, ,6.4, ,20, ,81, ,13, ,35, ,4.2, ,2.5, ,217.7, ,18.9, ,211.5656, ,41.438214,-120.480308,4405,0,0.1,0,0.1,23,6,2021,174,0.967359975,0.408777898,1.96289638,485.0575123,376.8183254,4.595917317,0.961323338,2.778620327,1.978620327,304.56,279.56,78.09083817,184.4791618,18.9,0.136336149,86.40394875,0.057458626,206.0582705,163.5260026,185.2389639,150.3170685,183.8593354,0.120738689,-0.110591789,-0.182434397,0.172287496
8940,8940,90,Alturas,Northeast Plateau,6/24/2021,566,175,159.6668, ,1.8, ,277, ,144, ,1, ,31.4, ,8.8, ,19.7, ,79, ,18, ,46, ,7.7, ,2, ,168.9, ,19.2, ,155.4128, ,41.438214,-120.480308,4405,0,0,1.8,1.8,24,6,2021,175,0.967281175,0.408485528,1.962564977,484.9052349,376.7000283,4.595917317,1.132640781,2.864279049,1.864279049,304.56,281.96,54.38959337,158.9004066,20.1,0.14552546,86.40394875,0.057458626,172.5804532,143.5398686,150.4529799,127.8643137,150.9128589,0.14357686,-0.048855945,-0.15272751,0.058006595
8950,8950,90,Alturas,Northeast Plateau,7/4/2021,567,185,172.996, ,0, ,281, ,138, ,0.9, ,33.8, ,13.9,Y,23.6, ,58, ,17, ,31, ,5.5, ,1.9, ,165.9, ,21.9, ,184.9072, ,41.438214,-120.480308,4405,1.8,0,1.8,1.8,4,7,2021,185,0.967028305,0.398943162,1.951818602,481.0923591,373.7379847,5.260311493,1.588260345,3.424285919,2.524285919,306.96,287.06,61.20714188,155.1628581,23.85,0.177691382,86.40394875,0.057458626,188.2651265,147.7337369,152.1203826,134.9499473,160.9862027,0.169448831,-0.082320507,-0.161729732,0.074601408
8951,8951,90,Alturas,Northeast Plateau,7/5/2021,568,186,218.6556, ,0, ,364, ,187, ,0.8, ,35.8, ,9.3, ,23.7, ,77, ,12, ,28, ,4.1, ,1.9, ,160.8, ,21.6, ,225.1784, ,41.438214,-120.480308,4405,0,1.8,0,1.8,5,7,2021,186,0.967056695,0.397333276,1.950018726,480.4833055,373.2648397,5.876113985,1.171536339,3.523825162,2.723825162,308.96,282.46,91.09029352,189.1897065,22.55,0.165922339,86.40394875,0.057458626,219.0516026,177.0625633,196.94724,166.2879647,195.2644327,0.121820291,-0.093216512,-0.148396037,0.119792258
8959,8959,90,Alturas,Northeast Plateau,7/13/2021,569,194,222.3424, ,0, ,361, ,183, ,0.6, ,36.8, ,8.7, ,24.2, ,71, ,7, ,20, ,0, ,1.9, ,168, ,22.7, ,230.2832, ,41.438214,-120.480308,4405,0,0,0,0,13,7,2021,194,0.967633576,0.380267204,1.931161809,474.1368277,368.3345601,6.206781796,1.124999495,3.665890645,3.065890645,309.96,281.86,99.29145012,178.6785499,22.75,0.167688907,86.40394875,0.057458626,224.3536091,167.6795522,194.2178051,164.6525797,194.7570353,0.151966648,-0.139032118,-0.154574419,0.141639888
8962,8962,90,Alturas,Northeast Plateau,7/16/2021,570,197,194.8332, ,0, ,348, ,174, ,0.7, ,31.2, ,6.5, ,20.2, ,77, ,11, ,31, ,2.5, ,1.9, ,168.4, ,22.1, ,201.9232, ,41.438214,-120.480308,4405,0,0,0,0,16,7,2021,197,0.968008709,0.371991197,1.922158201,471.0874654,365.9656542,4.543999587,0.967977127,2.755988357,2.055988357,304.36,279.66,86.71793687,181.2420631,18.85,0.135964183,86.40394875,0.057458626,192.0072037,160.5263658,186.7012045,151.2393138,174.6515208,0.099373214,-0.080876221,-0.134050977,0.115553985
8963,8963,90,Alturas,Northeast Plateau,7/17/2021,571,198,217.2376, ,0, ,355, ,188, ,0.7, ,33, ,8.1, ,20.9, ,73, ,11, ,29, ,2.3, ,2.2, ,189.7, ,22, ,220.9244, ,41.438214,-120.480308,4405,0,0,0,0,17,7,2021,198,0.968152745,0.369011171,1.918937732,469.9907207,365.1136449,5.030147796,1.080097127,3.055122461,2.355122461,306.16,281.26,91.50441803,181.845582,20.55,0.149103942,86.40394875,0.057458626,212.3573622,165.3905917,190.2632532,157.338538,188.081023,0.129073837,-0.12064179,-0.163453412,0.155021366
8964,8964,90,Alturas,Northeast Plateau,7/18/2021,572,199,217.2376, ,0, ,350, ,175, ,0.6, ,36.1, ,4.5, ,22.2, ,73, ,8, ,22, ,-0.3, ,2.1, ,180.2, ,21.9, ,224.8948, ,41.438214,-120.480308,4405,0,0,0,0,18,7,2021,199,0.968306209,0.36592191,1.915610995,468.8540322,364.2306052,5.973671742,0.842329745,3.408000744,2.808000744,309.26,277.66,93.84808512,175.6519149,20.3,0.147106822,86.40394875,0.057458626,225.244329,159.1563481,187.3848909,154.7519635,189.0975602,0.191154073,-0.158337379,-0.181628978,0.148812284
8965,8965,90,Alturas,Northeast Plateau,7/19/2021,573,200,175.832, ,0, ,237, ,131, ,0.8, ,32.8, ,13.1, ,23.4, ,53, ,15, ,26, ,2.9, ,2.2, ,188.3, ,22, ,178.9516, ,41.438214,-120.480308,4405,0,0,0,0,19,7,2021,200,0.968469055,0.362724329,1.91218006,467.6775281,363.3166346,4.973991993,1.507596545,3.240794269,2.440794269,305.96,286.26,50.0140437,132.4759563,22.95,0.169471324,86.40394875,0.057458626,181.7440296,124.6556631,126.7464621,114.6542788,149.2214929,0.217948072,-0.164626618,-0.23165037,0.178328916
8966,8966,90,Alturas,Northeast Plateau,7/20/2021,574,201,193.6988, ,0, ,275, ,146, ,0.7, ,32.4, ,9.1, ,22.1, ,54, ,13, ,26, ,1.8, ,2.4, ,207.2, ,21.7, ,199.0872, ,41.438214,-120.480308,4405,0,0,0,0,20,7,2021,201,0.968641235,0.359419374,1.908647028,466.461342,362.3718369,4.863311198,1.155839355,3.009575277,2.309575277,305.56,282.26,64.20607349,147.5439265,20.75,0.150718103,86.40394875,0.057458626,195.6585329,134.5938206,146.9000386,126.3543234,162.5763692,0.203486914,-0.172119409,-0.222800189,0.191432684
8969,8969,90,Alturas,Northeast Plateau,7/23/2021,575,204,163.3536, ,0, ,263, ,147, ,0.6, ,31.5, ,6.5, ,18.9, ,64, ,10, ,30, ,0.8, ,1.6, ,137.1, ,20.6, ,157.1144, ,41.438214,-120.480308,4405,0,0,0,0,23,7,2021,204,0.969213254,0.348870204,1.8974567,462.5761081,359.3535818,4.622068903,0.967977127,2.795023015,2.195023015,304.66,279.66,61.70723764,140.8027624,19,0.137082666,86.40394875,0.057458626,163.5772495,125.0122198,139.9689403,118.6284984,142.6428919,0.146760608,-0.123600075,-0.168353244,0.14519271
8970,8970,90,Alturas,Northeast Plateau,7/24/2021,576,205,182.6384, ,0, ,283, ,158, ,0.7, ,36.1, ,6.5, ,21.3, ,61, ,9, ,26, ,0.9, ,1.7, ,148.3, ,20.5, ,179.8024, ,41.438214,-120.480308,4405,0,0,0,0,24,7,2021,205,0.969422232,0.345145849,1.893536723,461.2026401,358.2865993,5.973671742,0.967977127,3.470824435,2.770824435,309.26,279.66,69.08950975,148.8204903,21.3,0.155233427,86.40394875,0.057458626,189.3782403,136.8570765,150.4125546,129.7786966,159.6631033,0.186111483,-0.142838429,-0.187171652,0.143898598
8971,8971,90,Alturas,Northeast Plateau,7/25/2021,577,206,163.3536, ,0, ,258, ,148, ,0.9, ,35.8, ,9.6, ,22.9, ,65, ,13, ,31, ,4.8, ,1.3, ,113.4, ,20.9, ,153.9948, ,41.438214,-120.480308,4405,0,0,0,0,25,7,2021,206,0.969640262,0.341319323,1.889525451,459.7902438,357.1893751,5.876113985,1.195433435,3.53577371,2.63577371,308.96,282.76,56.93176336,141.7282366,22.7,0.167245783,86.40394875,0.057458626,162.6991561,132.9139336,136.9362023,121.9205742,145.221816,0.120349274,-0.084752296,-0.160452764,0.124855786
8972,8972,90,Alturas,Northeast Plateau,7/26/2021,578,207,98.9764, ,0, ,132, ,61, ,1, ,31.7, ,14.6,Y,23.5, ,60, ,22, ,34, ,6.6, ,1.7, ,148.3, ,21, ,108.0516, ,41.438214,-120.480308,4405,0,0,0,0,26,7,2021,207,0.969867279,0.33739176,1.885425077,458.3390891,356.0620414,4.67476018,1.661922381,3.168341281,2.168341281,304.86,287.76,13.22076349,88.41923651,23.15,0.171269704,86.40394875,0.057458626,127.4867664,83.42148061,69.96039783,72.38571291,95.56758998,0.333995829,-0.12709444,-0.242570489,0.035669101
8974,8974,90,Alturas,Northeast Plateau,7/28/2021,579,209,197.6692, ,0.1, ,349, ,181, ,0.9, ,33.3, ,4.6, ,20.2, ,98, ,11, ,37, ,5, ,1.6, ,140.1, ,19.9, ,197.3856, ,41.438214,-120.480308,4405,0,0,0.1,0.1,28,7,2021,209,0.970348003,0.329238201,1.876965817,455.3212206,353.7176016,5.115413295,0.848252208,2.981832752,2.081832752,306.46,277.76,85.21408597,183.515914,18.95,0.136708976,86.40394875,0.057458626,185.4889654,162.8038007,184.4158976,149.8430236,173.9512474,0.066327308,-0.064083741,-0.138591842,0.136348275
8975,8975,90,Alturas,Northeast Plateau,7/29/2021,580,210,181.7876, ,0, ,265, ,148, ,0.7, ,36.9, ,7.6, ,23, ,68, ,10, ,26, ,2.7, ,1.9, ,160.7, ,20.6, ,183.4892, ,41.438214,-120.480308,4405,0.1,0,0.1,0.1,29,7,2021,210,0.970601567,0.325014618,1.872611325,453.7548839,352.5007884,6.240718108,1.043891435,3.642304772,2.942304772,310.06,280.76,64.9346347,139.1153653,22.25,0.16330196,86.40394875,0.057458626,195.751712,129.6628325,139.8082672,123.4195663,157.6554277,0.241642707,-0.177555544,-0.21715625,0.153069086
